ChEMBL ID,Name,SMILES
CHEMBL1078614,3-ACETOXYHELIOSCOPINOLIDE B,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H]3C[C@@H]4OC(=O)C(C)=C4C=C3CC[C@@H]2C1(C)C
CHEMBL1204338,DAZEPINIL HYDROCHLORIDE,CC1=Nc2ccccc2CC(c2ccccc2)N1C.Cl
CHEMBL516595,CINBALANSAN,COc1ccc([C@@H]2[C@@H](C)[C@@H](C)[C@@H]2c2ccc(OC)c(OC)c2)cc1OC
CHEMBL523256,DIPLOBIFURANYLONE B,C[C@H](O)[C@H]1C=CC(C2CCC(=O)O2)O1
CHEMBL471420,ISOSTEVIOL LACTAM,C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)O)(CC(=O)N1)C2
CHEMBL2063293,ARVELEXIN,COc1cccc2[nH]cc(CC#N)c12
CHEMBL1287968,VILLOSIN C,CC1(C)CCC[C@@]2(C)C1=C(O)C(=O)c1c(O)c3c(c(O)c12)O[C@@H](CO)C3
CHEMBL191331,CUMAMBRIN B,C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC[C@H]3[C@](C)(O)C[C@H](O)[C@@H]12
CHEMBL1489988,N-HISTIDYL-2-AMINONAPHTHALENE (betaNA),NC(Cc1c[nH]cn1)C(=O)Nc1ccc2ccccc2c1
CHEMBL484461,BASILISKAMIDE B,CC[C@@H](C)[C@H](O)[C@H](C)[C@@H](C/C=C/C=C\C(N)=O)OC(=O)/C=C/c1ccccc1
CHEMBL565175,VLADIMULIECIN B,CC(=O)O[C@H](C)[C@H]1CC[C@@]2(O)[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@@H]4C[C@@]43[C@H](O)C[C@]12O
CHEMBL2106128,BUQUITERINE,COc1cc2c(cc1OC)-c1cc(NC(C)(C)C)nc(=O)n1CC2
CHEMBL2104267,DEXNAFENODONE,CN(C)CC[C@]1(c2ccccc2)CCc2ccccc2C1=O
CHEMBL1079353,ARISANTETRALONE B,COc1cc([C@@H]2c3cc(O)c(OC)cc3C(=O)[C@@H](C)[C@H]2C)ccc1O
CHEMBL2104670,MOTAPIZONE,CC1CC(=O)NN=C1c1cc(-n2ccnc2)cs1
CHEMBL2107450,FLUZOPERINE,CCN(CC)CCc1oc(=O)[nH]c1-c1ccc(F)cc1
CHEMBL489071,KAYEASSAMIN F,CCC(C)C(=O)c1c(O)c(CC=C(C)C)c2oc(=O)cc([C@@H](O)CC)c2c1O
CHEMBL2107008,TIAMENIDINE HYDROCHLORIDE,Cc1csc(Cl)c1NC1=NCCN1.Cl
CHEMBL2164970,PHENANTHROVIRIDONE,Cc1cc(O)c2c3c(ncc2c1)C(=O)c1c(O)cccc1C3=O
CHEMBL366050,FORMIC ACID PHENYL ESTER,O=COc1ccccc1
CHEMBL2107443,NITRALAMINE HYDROCHLORIDE,Cl.NCCSC(C[N+](=O)[O-])c1ccccc1Cl
CHEMBL449214,GRACILIN A,C/C=C1\C([C@@]2(C)CCCC(C)(C)C2)=CC[C@H]2[C@H](OC(C)=O)O[C@H](OC(C)=O)[C@@H]12
CHEMBL151121,7-AMINO-FLUNITRAZEPAM,CN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21
CHEMBL74063,ISOCAFFIENE,Cn1c(=O)c2ncn(C)c2n(C)c1=O
CHEMBL2047720,LEUBETHANYL HEXANOATE,CCCCCC(=O)Oc1cc(C)cc2c1[C@H](C)CC[C@H]2[C@@H](C)CCC=C(C)C
CHEMBL2062983,LIGUHODGCINS B,COC(=O)[C@]1(C)OC(=O)[C@]2(C[C@H]1C)O[C@@H]2C
CHEMBL2011514,LOCHNERICINE,CC[C@@]12CC(C(=O)OC)=C3Nc4ccccc4[C@@]34CCN(C[C@@H]3O[C@@H]31)[C@@H]24
CHEMBL491333,BUXAMINE F,C[C@@H]([C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4C(=CC3=CC[C@]12C)CC[C@H](N)C4(C)C)N(C)C
CHEMBL1743952,CARVOTROLINE HYDROCHLORIDE,Cl.Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3
CHEMBL77966,RETUSIN,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1
CHEMBL1459,N-DESMETHYL LEVOFLOXACIN,C[C@H]1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
CHEMBL1651048,CYCLOBUXOPHYLLINE K,C/C=C1/C(=O)C[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](N(C)C)CC[C@@]45C[C@@]35CC[C@]12C
CHEMBL2106007,COUMETAROL,COCC(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O
CHEMBL447692,DICLONIXIN,O=C(O)c1cccnc1Nc1cccc(Cl)c1Cl
CHEMBL451713,NYASOL,C=C[C@H](/C=C\c1ccc(O)cc1)c1ccc(O)cc1
CHEMBL1085947,BROMO ACETONE,CC(=O)CBr
CHEMBL7863,APROBARBITAL,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
CHEMBL403176,EUDISTOMIN Y1,O=C(c1ccc(O)cc1)c1nccc2c1[nH]c1ccccc12
CHEMBL2106800,METALKONIUM CHLORIDE,CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1.[Cl-]
CHEMBL1555736,ETHAVERINE,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC
CHEMBL11978,NICOTINYL METHYLAMIDE,CNC(=O)c1cccnc1
CHEMBL2017488,BUTYLTRIPHENYLPHOSPHONIUM,CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1
CHEMBL1668627,2-AMINOCYCLOHEPTANONE HYDROCHLORIDE,Cl.NC1CCCCCC1=O
CHEMBL2062971,ARGUTOSINE B,C=C(CO)[C@@H]1CC(=O)C2=CCC[C@H](C)[C@@]2(C)C1
CHEMBL2062973,PURPUREALIDIN E,CN(C)CCCOc1c(Br)cc(CCN)cc1Br
CHEMBL1221941,ETHYL PIPERAZINOACETATE,CCOC(=O)CN1CCNCC1
CHEMBL170377,2-(AMINOCARBONYL)OXYBENZOIC ACID METHYL ESTER,COC(=O)c1ccccc1OC(N)=O
CHEMBL2107291,ISOSTEARYL ALCOHOL,CC(C)CCCCCCCCCCCCCCCO
CHEMBL2105047,ISOMYLAMINE HYDROCHLORIDE,CCN(CC)CCOC(=O)C1(CCC(C)C)CCCCC1.Cl
CHEMBL3989670,SIBOPIRDINE,O.c1cnc2c(c1)C(Cc1ccncc1)(Cc1ccncc1)c1cccnc1-2
CHEMBL2071234,PEREZONE,CC(C)=CCC[C@@H](C)C1=C(O)C(=O)C(C)=CC1=O
CHEMBL2106495,XYLOCOUMAROL,Cc1cc(C)cc(-c2c(O)c3ccccc3oc2=O)c1
CHEMBL2419097,BRUGUIESULFUROL,O=S1(=O)C[C@H](O)CS1
CHEMBL2046816,METOLCARB,CNC(=O)Oc1cccc(C)c1
CHEMBL490531,STEREONSTEROID B,C=C[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](OC(C)=O)CC[C@]4(C=O)[C@H]3CC[C@]12C
CHEMBL444254,BETA-PHELLANDRENE,C=C1C=CC(C(C)C)CC1
CHEMBL2063300,INDICAN,OC[C@H]1O[C@@H](Oc2c[nH]c3ccccc23)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL474666,XESTOAMINE,CN(C)CC1NCCc2c1[nH]c1ccccc21
CHEMBL2012174,ISOCORNICULATOLIDE A,O=C1CCc2ccc(cc2)Oc2cc(ccc2O)CCCO1
CHEMBL274009,2-NITROANILINE,Nc1ccccc1[N+](=O)[O-]
CHEMBL462999,CRASSOCOLIDE C,C=C1C(=O)O[C@H]2C/C(C)=C/CC/C(C)=C/CC[C@@](C)(O)[C@@H](OC(C)=O)C[C@H]12
CHEMBL197310,18-HYDROXYFERRUGINOL,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CO)[C@@H]1CC2
CHEMBL512400,ENCELIN,C=C1C(=O)O[C@@H]2C[C@@]3(C)C=CC(=O)C(=C)[C@@H]3C[C@H]12
CHEMBL2448149,DIETHYLAMINOETHYL DIPHENYLHYDROXYPROPIONATE HYDROCHLORIDE,CCN(CC)CCOC(=O)CC(O)(c1ccccc1)c1ccccc1.Cl
CHEMBL510411,CHINENSINAPHTHOL METHYL ETHER,COc1ccc(-c2c3c(c(OC)c4cc5c(cc24)OCO5)COC3=O)cc1OC
CHEMBL540434,HAPALINDOLE G,[C-]#[N+][C@@H]1[C@@H]2c3c[nH]c4cccc(c34)C(C)(C)[C@H]2C[C@@H](Cl)[C@]1(C)C=C
CHEMBL226338,STENOCARPOQUINONE B,CC(C)(O)[C@@H]1CC2=C(O1)C(=O)c1ccccc1C2=O
CHEMBL502313,MEROPHAN,O=C(O)[C@H](Cc1ccccc1)N(CCCl)CCCl
CHEMBL2104510,DIOXETHEDRIN HYDROCHLORIDE,CCNC(C)C(O)c1ccc(O)c(O)c1.Cl
CHEMBL2106029,CICLACTATE,CC1CC(OC(=O)C(C)O)CC(C)(C)C1
CHEMBL1169874,STIPULIN,CC(C)=CCc1cc(/C=C/C(=O)c2cc(CC=C(C)C)c(O)cc2O)ccc1O
CHEMBL2105347,RESORANTEL,O=C(Nc1ccc(Br)cc1)c1c(O)cccc1O
CHEMBL457947,ACRONYCULATIN C,COc1c(CC=C(C)C)c(O)c(C(=O)CC(C)C)c(O)c1C(C)=O
CHEMBL472019,GLOEOLACTONE,CC/C=C\C[C@H]1O[C@@H]1/C=C/C1CCCCCCCC(=O)O1
CHEMBL2105192,MELQUINAST,CCOC(=O)c1nc2c3cc(C)ccc3n(CC)c(=O)n2n1
CHEMBL100922,"(E)-3,4-STILBENDIOL",Oc1ccc(/C=C/c2ccccc2)cc1O
CHEMBL271843,GW275944X,Cc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2
CHEMBL465509,MAOECRYSTAL A,C=C1[C@@H]2CC[C@@H]3[C@](C2)(C(=O)[C@@H](O)[C@@H]2C(C)(C)[C@H]4CC(=O)[C@@]32CO4)[C@@H]1OC(C)=O
CHEMBL513152,TRICHOLOMALIDE B,C=C(CO)[C@@]1(O)C=C2C(=O)C[C@@H](C(C)C)[C@]2(C)C[C@H]2OC(=O)C[C@]21C
CHEMBL251898,NEOCOMANTHERIN,CCCc1cc(=O)c2c(OC)c3c(OC)cc(O)cc3cc2o1
CHEMBL229241,SULFOSALICYLIC,O=C(O)c1cc(S(=O)(=O)O)ccc1O
CHEMBL470062,TRAUMATIC ACID,O=C(O)/C=C/CCCCCCCCC(=O)O
CHEMBL479692,GREWIN,COc1cc([C@@H]2Oc3cc4ccc(=O)oc4cc3O[C@H]2CO)cc(O)c1O
CHEMBL1088977,ADEMETIONINE,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
CHEMBL513386,INTEGRASONE,CCCCCC[C@H]1OC(=O)C2=C1[C@@H](O)[C@@H]1O[C@@H]1[C@@H]2O
CHEMBL428146,HATERUMADIOXIN A,CC/C=C/[C@H](CC)C[C@]1(CC)C=C(CC)[C@H](CC(=O)O)OO1
CHEMBL459190,NEODACTYLOQUINONE,C=C1CCC[C@H]2[C@]3(C)OC4=C(C[C@]3(C)CC[C@]12C)C(=O)C(OC)=CC4=O
CHEMBL1256362,GUVACINE HYDROCHLORIDE,Cl.O=C(O)C1=CCCNC1
CHEMBL505570,SEMECARPIFOLINE,COCc1c(OC)c2ccc(OC)cc2[nH]c1=O
CHEMBL510492,XESTOQUINONE,C[C@@]12CCCc3coc(c31)C(=O)c1cc3c(cc12)C(=O)C=CC3=O
CHEMBL318728,GW549390X,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1
CHEMBL256709,PERENIPORIN B,CC1(C)CCC[C@@]2(C)[C@H]1[C@H](O)C=C1C(=O)OC[C@@]12O
CHEMBL1213467,TETRAHYDROOXAZINE,OC[C@H]1ONC[C@@H](O)[C@@H]1O
CHEMBL1232562,ERGOSTEROL,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL1651093,WATASEMYCINS A,C[C@@H]1SC(c2ccccc2O)=N[C@H]1[C@@H]1SC[C@](C)(C(=O)O)N1C
CHEMBL490704,PLEOSIDE,COc1cc(O)c(C(C)=O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1
CHEMBL1795485,ACETAMINOPHEN ALANINATE HYDROCHLORIDE,CC(=O)Nc1ccc(OC(=O)[C@H](C)N)cc1.Cl
CHEMBL1610255,3-PHENYLPROPYL PHENYLCARBAMATE,O=C(Nc1ccccc1)OCCCc1ccccc1
CHEMBL458019,PARAQUAT DICHLORIDE,C[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Cl-].[Cl-]
CHEMBL227057,HYACINTHACINE C5,C[C@H]1[C@H](O)[C@@H](O)[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)N21
CHEMBL556882,GRAVACRIDONTRIOL,Cn1c2ccccc2c(=O)c2c(O)cc3c(c21)CC(C(O)(CO)CO)O3
CHEMBL482589,EMERICOLIN D,C=C(C)[C@H]1CC[C@@]2(C)CC[C@]3(C)C[C@H]4[C@@H](C)C=C[C@H]4/C(C(=O)O)=C\C[C@H]3[C@H]12
CHEMBL1215172,HYDROFERULOYLHEXYLAMIDE,CCCCCCNC(=O)CCc1ccc(O)c(OC)c1
CHEMBL66004,GW578748X,COc1cc(/C=N/Nc2ncnc3[nH]ncc23)ccc1O
CHEMBL550571,CHUSHIZISINS D,COc1cc(CCCO)ccc1O[C@H](CO)[C@@H](O)c1ccc(O)cc1
CHEMBL2074987,BENZOTHIAZOLYLCYSTEINE,N[C@H](CSc1nc2ccccc2s1)C(=O)O
CHEMBL1522104,ISOKOBUSONE,C=C1CCC2C(CC2(C)C)C(=O)CCC1O
CHEMBL1551666,PROPYLENE GLYCOL MONOSTEARATE,CCCCCCCCCCCCCCCCCC(=O)OCC(C)O
CHEMBL41541,METHAPHIT,S=C=Nc1cccc(C2(N3CCCCC3)CCCCC2)c1
CHEMBL1669576,BRACHYAMIDE B,O=C(/C=C/CCCC/C=C/c1ccc2c(c1)OCO2)N1CCCC1
CHEMBL399728,CESPITULACTAM I,C=C1CC[C@@H]2CCC3C(=O)N/C(=C/C(C)C[C@@H](O)C1)C3(O)C2(C)C
CHEMBL1173466,CLATHRIDIMINE,CN1C(=N)N=C(Nc2nc(Cc3ccc4c(c3)OCO4)cn2C)C1=O
CHEMBL2105757,ALADORIAN SODIUM,COc1ccc2c(c1)CN(C(=O)C(=O)[O-])CCS2.[Na+]
CHEMBL449441,POCHONIN E,C[C@H]1C/C=C/C(O)C/C=C/C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1
CHEMBL391802,SHINANOLONE,Cc1cc(O)c2c(c1)[C@H](O)CCC2=O
CHEMBL521482,HYPOPURIN D,CC1=C[C@H]2OC(=O)[C@@]3(C)CCC[C@@](C)([C@@H]23)[C@H]1CCC1=CCOC1=O
CHEMBL479291,UNGEREMINE,[O-]c1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4
CHEMBL465367,SIGMOSCEPTRELLIN A,C=C1CCC[C@H]2[C@](C)(CC[C@]3(C)CC[C@H]([C@@H](C)C(=O)O)OO3)[C@@H](C)CC[C@]12C
CHEMBL410316,FUMITREMORGIN,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3
CHEMBL9623,MANNOSTATIN A,CS[C@@H]1[C@@H](N)[C@@H](O)[C@@H](O)[C@H]1O
CHEMBL291501,RESVERATROL 4'-METHYL ETHER,COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
CHEMBL107131,DIMETHYLPINOCEMBRIN,COc1cc(OC)c2c(c1)OC(c1ccccc1)CC2=O
CHEMBL1319,4-KETOIFOSFAMIDE,O=C1CCOP(=O)(NCCCl)N1CCCl
CHEMBL68081,PALMOXIRATE SODIUM,CCCCCCCCCCCCCCC1(C(=O)[O-])CO1.[Na+]
CHEMBL2011539,PLUVIATILOL,COc1cc([C@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc3c(c2)OCO3)ccc1O
CHEMBL478569,HEDAOL B,CC(C)=CC(=O)C/C(C)=C/CC/C(C)=C/CC[C@@H](C)O
CHEMBL1246,MONO-N-ACETYL DAPSONE,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
CHEMBL1644100,CARABRANOLIDE,C=C1C(=O)O[C@@H]2C[C@]3(C)[C@@H](CC[C@H](C)OC(C)=O)[C@]3(C)C[C@H]12
CHEMBL165064,ISOKAEMPFERIDE,COc1c(-c2ccc(O)cc2)oc2cc(O)cc(O)c2c1=O
CHEMBL248764,DESACETYLCONFERTIFLORIN,C=C1C(=O)O[C@@H]2[C@H]1[C@@H](O)C[C@H](C)[C@@H]1CCC(=O)[C@@]21C
CHEMBL1256630,PENDIMETHALIN,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-]
CHEMBL464291,STILBOSTEMIN C,Cc1c(O)cc(CCc2ccccc2O)cc1O
CHEMBL84336,THIOCYANIC ACID,N#CS
CHEMBL460032,EPIPLAKINIC ACID F,CC/C=C/C=C/C=C/CCCCCCCC[C@@]1(C)C[C@](C)(CC(=O)O)OO1
CHEMBL1271261,TAGALSIN P,CC1=C(O)C(=O)C[C@@H]2[C@@]3(C)CC[C@](C)(O)C[C@@H]3CC[C@]12C
CHEMBL1271263,TAGALSIN R,C[C@]1(C(=O)O)CC[C@@]2(C)[C@@H](CC[C@]3(C)/C(=C/O)C(=O)CC[C@H]23)C1
CHEMBL1162494,N-ACETYLASPARTIC ACID,CC(=O)N[C@@H](CC(=O)O)C(=O)O
CHEMBL353846,ADIPHENINE,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
CHEMBL264931,(R)-INDOPROFEN,C[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
CHEMBL146816,METHYL P-HYDROXYCINNAMATE,COC(=O)/C=C/c1ccc(O)cc1
CHEMBL486387,BAZZANENOL,C=C1CCC2CC1C(C)(C)CC(O)/C=C\2C
CHEMBL290210,VERNOLEPIN,C=C[C@@]12COC(=O)C(=C)[C@@H]1[C@H]1OC(=O)C(=C)[C@@H]1[C@@H](O)C2
CHEMBL179465,GW621970X,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(F)c3)o2)c1
CHEMBL458374,SILPHINENE,C[C@@H]1CC[C@@H]2C(C)(C)C[C@]3(C)CC=C[C@]123
CHEMBL91193,THERMINE,NCCCNCCCNCCCN
CHEMBL1161525,S-METHYL-D-THIOCITRULLINE,CSC(=N)NCCC[C@@H](N)C(=O)O
CHEMBL285517,PHENERIDINE,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccccc2)CC1
CHEMBL455982,DERRICIN,COc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1CC=C(C)C
CHEMBL122005,(S)-WILLARDIINE,N[C@@H](Cn1ccc(=O)[nH]c1=O)C(=O)O
CHEMBL280802,SALICYL ALCOHOL,OCc1ccccc1O
CHEMBL469630,CAJANIN,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3O)coc2c1
CHEMBL513458,STEMOFURAN G,COc1cc(-c2cc3c(O)c(C)ccc3o2)c(C)c(O)c1C
CHEMBL503137,(+)-LOMATIN,CC1(C)Oc2ccc3ccc(=O)oc3c2C[C@H]1O
CHEMBL38354,ETHYLPHOSPHORAMIDIC ACID,CCNP(=O)(O)O
CHEMBL242711,BERGAPTOL,O=c1ccc2c(O)c3ccoc3cc2o1
CHEMBL1229545,2-CARBOXYBENZENEACETIC ACID,O=C(O)Cc1ccccc1C(=O)O
CHEMBL448954,SUBEREAPHENOL C,CCOC(=O)Cc1cc(Br)c(O)c(Br)c1O
CHEMBL32503,GABAZINE,COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1
CHEMBL1443577,SULFACHLORPYRIDAZINE,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1
CHEMBL496844,SARCOPHYTONOLIDE F,C/C1=C\[C@H](O)CC2=C[C@@H](OC2=O)[C@H](C(C)C)CC/C(C)=C/CC1
CHEMBL575569,CIPROFLOXACIN ETHYL ESTER,CCOC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
CHEMBL525184,ROTIORINOL A,CC[C@H](C)/C=C(C)/C=C/C1=CC2=CC3=C(C(C)=O)C(=O)O[C@@]3(C)[C@H](O)C2=CO1
CHEMBL451007,SAPINOFURANONE A,C/C=C/C=C\[C@H](O)[C@H]1CCC(=O)O1
CHEMBL453145,SAPINOFURANONE B,C/C=C/C=C\[C@@H](O)[C@H]1CCC(=O)O1
CHEMBL9020,N-PHENYL-PHTHALIMIDE,O=C1c2ccccc2C(=O)N1c1ccccc1
CHEMBL523031,THYRSIFLORIN C DIACETATE,CC(=O)O[C@H]1C[C@H]2C(C)(C)CCC[C@]2(C)[C@@]23CC[C@](C)(C2)[C@H](OC(C)=O)C[C@H]13
CHEMBL183419,CYANIDE,C#N
CHEMBL328754,ISOQUINOLINE CHLORIDE,Cl.c1ccc2cnccc2c1
CHEMBL261514,MESTANOLONE,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
CHEMBL484217,APPENOLIDE C,CCC(O)CCCC/C=C/C1=C(C)C(=O)OC1
CHEMBL457157,UREDEPA,CCOC(=O)NP(=O)(N1CC1)N1CC1
CHEMBL485466,PANICEIN B3,C/C(=C\Cc1cc(O)ccc1O)CCc1c(C)cc(O)c(C=O)c1C
CHEMBL1162993,SUCCINOLIDE,C=C1C(=O)OC2C(=O)[C@H](C)CCC/C(C)=C/CC[C@@]3(C)O[C@@H]3C[C@@H]12
CHEMBL28743,NORSPERMIDINE,NCCCNCCCN
CHEMBL485808,JANERIN,C=C(CO)C(=O)O[C@H]1CC(=C)[C@@H]2C[C@H](O)[C@]3(CO3)[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]21
CHEMBL534388,TRICLAZATE,CN1CCC(COC(=O)C(O)(c2ccccc2)c2ccccc2)C1
CHEMBL224378,CHIMANINE B,C/C=C/c1ccc2ccccc2n1
CHEMBL481474,PENCONAZOLE,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl
CHEMBL456302,KNERACHELIN A,COc1cc(O)c(C(=O)CCCCc2ccccc2)c(O)c1
CHEMBL490362,GODOTOL A,C=C1C(CC2C[C@H](O)C=C2C)C(C)(C)C[C@H]1O
CHEMBL259727,CLOTHIANIDINE,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1
CHEMBL509106,QUADRONE,CC1(C)C[C@]23[C@@H]4COC(=O)[C@H]2CC[C@H]1[C@@H]3CC4=O
CHEMBL464634,XETOAMINOL A,CC/C=C/CCCCCCC[C@@H](O)[C@H](C)N
CHEMBL1162276,KERAMADINE,Cn1c(/C=C\CNC(=O)c2cc(Br)c[nH]2)cnc1N
CHEMBL1079247,TETRABUTYLAMMONIUM HYDROGENSULFATE,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O
CHEMBL518879,DIHYDROCHELIRUBINE,COc1cc2c(c3c1-c1ccc4cc5c(cc4c1N(C)C3)OCO5)OCO2
CHEMBL445545,FULVOPLUMIERIN,C/C=C/C=C1\C=Cc2c(C(=O)OC)coc(=O)c21
CHEMBL470984,CHAPARRIN,CC1=C[C@H](O)[C@@H](O)[C@]2(C)[C@H]3[C@@]4(O)OC[C@@]35[C@@H](C[C@@H]12)OC(=O)C[C@H]5[C@@H](C)[C@H]4O
CHEMBL237424,N-BENZYL-4-METHYLANILINE,Cc1ccc(NCc2ccccc2)cc1
CHEMBL100749,rac-VOROZOLE,Cn1nnc2ccc(C(c3ccc(Cl)cc3)n3cncn3)cc21
CHEMBL476502,ATANINE,C=CCCC1(CCC=C)C(=O)Nc2ccccc2C1OC
CHEMBL1255941,PHACLOFEN,NCC(CP(=O)(O)O)c1ccc(Cl)cc1
CHEMBL121932,BENZOCLIDINE,O=C(OC1CN2CCC1CC2)c1ccccc1
CHEMBL542101,TRETOQUINOL HYDROCHLORIDE,COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC.Cl
CHEMBL519603,DEOXYPICROPODOPHYLLIN,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@H]32)OCO4)cc(OC)c1OC
CHEMBL479282,DIELSIQUINONE,COc1c(C)c2c([nH]c1=O)C(=O)c1ccccc1C2=O
CHEMBL1432,"2,3-DIHYDROXYBENZOIC ACID",O=C(O)c1cccc(O)c1O
CHEMBL1642680,3-(BENZYLOXY)ANILINE,Nc1cccc(OCc2ccccc2)c1
CHEMBL518421,LARICIRESINOL,COc1cc(C[C@H]2CO[C@H](c3ccc(O)c(OC)c3)[C@H]2CO)ccc1O
CHEMBL456942,DEHYDRODICENTRINE,COc1cc2cc3c4c(cc5c(c4c2cc1OC)OCO5)CCN3C
CHEMBL947,CESAMET,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21
CHEMBL340211,AZAPERONE,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
CHEMBL15972,BENZALDEHYDE,O=Cc1ccccc1
CHEMBL1223740,CRYPTOCHINONE A,O=C1C[C@@H]2C3=C(C[C@H](O)[C@@H]2O1)O[C@H](c1ccccc1)CC3=O
CHEMBL474928,AZETEPA,CCN(c1nncs1)P(=O)(N1CC1)N1CC1
CHEMBL292389,L-TYROSINE ETHYLESTER,CCOC(=O)[C@@H](N)Cc1ccc(O)cc1
CHEMBL465782,DEHYDROBRACHYLAENOLIDE,C=C1C(=O)C=C[C@]2(C)CC[C@H]3C(=C)C(=O)O[C@H]3[C@@H]12
CHEMBL453713,LITSEAGERMACRANE,C=C1CC[C@H](C(C)(C)O)/C=C/[C@@H](C)CCC1=O
CHEMBL194014,PROPYLPARABEN,CCCOC(=O)c1ccc(O)cc1
CHEMBL1235287,L-PHENYLALANINOL,N[C@H](CO)Cc1ccccc1
CHEMBL509566,BICYCLOGERMACRENE,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C
CHEMBL1600484,ERYSOLIN,CS(=O)(=O)CCCCN=C=S
CHEMBL445177,GINGKOLIC ACID,CCCCCC/C=C\CCCCCCCc1cccc(O)c1C(=O)O
CHEMBL294478,(ISOBUTYLAMINO)METHYLENEDIPHOSPHONIC ACID,CC(C)CNC(P(=O)(O)O)P(=O)(O)O
CHEMBL471270,5-O-METHYLEMBELIN,CCCCCCCCCCCC1=C(O)C(=O)C=C(OC)C1=O
CHEMBL509021,ISOPALOMINOL,CC(C)=C1[C@H](O)C[C@@]2(C)C/C=C(\C)CC/C=C(\C)CC[C@H]12
CHEMBL1173530,"RAC-1-(3,4-DICHLOROPHENYL)-3-AZABICYCLO[4.1.0]HEPTAN-6-YL)METHANOL (STRUCTURAL MIX)",OC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2
CHEMBL1173341,1-PHENYL-3-AZABICYCLO[4.1.0]HEPTANE (STRUCTURAL MIX),Clc1ccc([C@]23CNCC[C@H]2C3)cc1Cl
